"","CommonName_English","ScientificName","Phylum","Class","Order","Family","assessment_id","assessment_date","red_list_category_code","red_list_category_version","criteria_Listed","criteria_V3.1","focalCountryPresence","focalCountryOrigin","NumberOfCountriesExtant","PopulationTrend","ContDec_Population","ContDec_Area","ContDec_Location","ContDec_EOO","ContDec_AOO","ContDec_Subpopulation","AreaRestricted","AOO","EOO","PopulationSize","LocationNumber","Risk","Endemic","Decline","Restriction","Priority1_PS","Priority1_Rank","Priority2_PS","Priority2_Rank"
"15","Seychelles Bizzie Lizzie","Impatiens gordonii","TRACHEOPHYTA","MAGNOLIOPSIDA","ERICALES","BALSAMINACEAE",128761933,2018-06-11,"CR","3.1","B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)","B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)","Extant","Native",1,"Decreasing","Yes","Yes",NA,"Yes","Yes","Yes","Unknown","8","8",NA,NA,4,10,2,9,720,5,360,NA
"16","Seychelles Scops-owl","Otus insularis","CHORDATA","AVES","STRIGIFORMES","STRIGIDAE",177971497,2020-07-17,"CR","3.1","B1ab(ii,iii,v); C2a(ii)","B1ab(ii,iii,v); C2a(ii)","Extant","Native",1,"Decreasing","Yes","Yes","Unknown","Unknown","Yes","No","Yes","84","84","200-280","1",4,10,2,9,720,5,360,NA
"17","Jellyfish Tree","Medusagyne oppositifolia","TRACHEOPHYTA","MAGNOLIOPSIDA","MALPIGHIALES","OCHNACEAE",262047825,2025-08-12,"CR","3.1","C2a(ii)","C2a(ii)","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,NA,NA,NA,"24","24","86",NA,4,10,2,9,720,5,360,NA
"18","Seychelles Palm Frog","Sechellophryne pipilodryas","CHORDATA","AMPHIBIA","ANURA","SOOGLOSSIDAE",271553769,2025-01-21,"CR","3.1","B1ab(ii,iii,v)","B1ab(ii,iii,v)","Extant","Native",1,"Decreasing","Yes","Yes",NA,NA,"Yes",NA,"Yes","12-20","12-20",NA,"1",4,10,2,9,720,5,360,NA
"19","Giant Bronze Gecko","Ailuronyx trachygaster","CHORDATA","REPTILIA","SQUAMATA","GEKKONIDAE",271867570,2025-01-23,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Decreasing","Unknown","Yes",NA,NA,NA,NA,NA,"8","8",NA,"1",4,10,2,9,720,5,360,NA
"20","Seychelles Sheath-tailed Bat","Coleura seychellensis","CHORDATA","MAMMALIA","CHIROPTERA","EMBALLONURIDAE",271898609,2024-12-13,"CR","3.1","C2a(i)","C2a(i)","Extant","Native",1,"Decreasing","Yes","Yes","No","Yes","Yes","No","Yes","16-164","218","50-100","4",4,10,2,9,720,5,360,NA
"21",NA,"Pachnodus fregatensis","MOLLUSCA","GASTROPODA","STYLOMMATOPHORA","CERASTIDAE",6454444,2006-01-11,"EN","3.1","A1a","A1a","Extant","Native",1,"Unknown",NA,"No","No",NA,NA,"No","Yes","2","2","7700","1",2,10,3,9,540,21,180,NA
"22",NA,"Asplenium complanatum","TRACHEOPHYTA","POLYPODIOPSIDA","POLYPODIALES","ASPLENIACEAE",9114841,2007-09-21,"CR","3.1","B1ab(iii)+2ab(iii); D","B1ab(iii)+2ab(iii); D","Extant","Native",1,"Stable",NA,NA,NA,NA,NA,NA,"Yes","1","1","1-49","1",4,10,1,10,400,22,400,NA
"23",NA,"Nesiergus gardineri","ARTHROPODA","ARACHNIDA","ARANEAE","THERAPHOSIDAE",2442730,2012-11-01,"CR","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","5","650",NA,"1",4,10,1,9,360,23,360,NA
"24",NA,"Nesiergus halophilus","ARTHROPODA","ARACHNIDA","ARANEAE","THERAPHOSIDAE",2442737,2012-11-01,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","10","10",NA,"4",4,10,1,9,360,23,360,NA
"25",NA,"Paccius quadridentatus","ARTHROPODA","ARACHNIDA","ARANEAE","CORINNIDAE",2442786,2012-12-01,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes","Unknown","Unknown","Unknown","Unknown","Yes","20","20",NA,"1",4,10,1,9,360,23,360,NA
"26",NA,"Apolania segmentata","ARTHROPODA","ARACHNIDA","ARANEAE","CTENIDAE",2442793,2012-12-01,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes","No","No","No","No","Yes","20","20",NA,"1",4,10,1,9,360,23,360,NA
"27",NA,"Microdrassus inaudax","ARTHROPODA","ARACHNIDA","ARANEAE","GNAPHOSIDAE",2442807,2012-12-01,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes","Unknown","No","No","No","Yes","20","20",NA,"1",4,10,1,9,360,23,360,NA
"28",NA,"Euso muehlenbergi","ARTHROPODA","ARACHNIDA","ARANEAE","OCHYROCERATIDAE",2442828,2012-12-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes","3","60",NA,"1",4,10,1,9,360,23,360,NA
"29",NA,"Farqua quadrimaculata","ARTHROPODA","ARACHNIDA","ARANEAE","OONOPIDAE",2442863,2012-12-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,"Yes","1","10",NA,"1",4,10,1,9,360,23,360,NA
"30",NA,"Gamasomorpha austera","ARTHROPODA","ARACHNIDA","ARANEAE","OONOPIDAE",2442870,2012-12-01,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,"Yes","20","20",NA,"1",4,10,1,9,360,23,360,NA
"31",NA,"Ischnothyrella jivani","ARTHROPODA","ARACHNIDA","ARANEAE","OONOPIDAE",2442884,2012-12-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","5","10",NA,"1",4,10,1,9,360,23,360,NA
"32",NA,"Lionneta gerlachi","ARTHROPODA","ARACHNIDA","ARANEAE","OONOPIDAE",2442898,2012-12-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","1","1",NA,"1",4,10,1,9,360,23,360,NA
"33",NA,"Opopaea probosciella","ARTHROPODA","ARACHNIDA","ARANEAE","OONOPIDAE",2442968,2012-12-01,"CR","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,NA,NA,NA,"Yes","1","100",NA,"1",4,10,1,9,360,23,360,NA
"34",NA,"Opopaea suspecta","ARTHROPODA","ARACHNIDA","ARANEAE","OONOPIDAE",2442975,2012-12-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","5","5",NA,"1",4,10,1,9,360,23,360,NA
"35",NA,"Orchestina maureen","ARTHROPODA","ARACHNIDA","ARANEAE","OONOPIDAE",2442989,2012-12-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","5","5",NA,"1",4,10,1,9,360,23,360,NA
"36",NA,"Hybosida dauban","ARTHROPODA","ARACHNIDA","ARANEAE","PALPIMANIDAE",2443045,2012-12-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","2","5",NA,"1",4,10,1,9,360,23,360,NA
"37",NA,"Hybosida lucida","ARTHROPODA","ARACHNIDA","ARANEAE","PALPIMANIDAE",2443052,2012-12-01,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","20","20",NA,"1",4,10,1,9,360,23,360,NA
"38",NA,"Steriphopus lacertosus","ARTHROPODA","ARACHNIDA","ARANEAE","PALPIMANIDAE",2443059,2012-12-01,"CR","3.1","B1ab(iii)","B1ab(iii)","Possibly Extinct","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","20","20",NA,"1",4,10,1,9,360,23,360,NA
"39",NA,"Spermophorides lascars","ARTHROPODA","ARACHNIDA","ARANEAE","PHOLCIDAE",2443087,2012-12-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","5","5",NA,"1",4,10,1,9,360,23,360,NA
"40",NA,"Prodidomus stella","ARTHROPODA","ARACHNIDA","ARANEAE","PRODIDOMIDAE",2443094,2012-12-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","0.2","0.2",NA,"1",4,10,1,9,360,23,360,NA
"41",NA,"Hasarius mahensis","ARTHROPODA","ARACHNIDA","ARANEAE","SALTICIDAE",2443150,2012-11-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","5","5",NA,"1",4,10,1,9,360,23,360,NA
"42",NA,"Sadies trifasciata","ARTHROPODA","ARACHNIDA","ARANEAE","SALTICIDAE",2443234,2012-11-01,"EN","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Decreasing","Unknown","Yes",NA,NA,NA,NA,"Yes","10","20",NA,"2",2,10,2,9,360,23,180,NA
"43",NA,"Patu silho","ARTHROPODA","ARACHNIDA","ARANEAE","SYMPHYTOGNATHIDAE",2443311,2012-12-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes","No","No","No","No","Yes","0.5","0.5","150000","1",4,10,1,9,360,23,360,NA
"44",NA,"Seychellia lodoiceae","ARTHROPODA","ARACHNIDA","ARANEAE","TELEMIDAE",2443318,2012-12-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes","No","No","No",NA,"Yes","5","5",NA,"1",4,10,1,9,360,23,360,NA
"45",NA,"Moneta coercervea","ARTHROPODA","ARACHNIDA","ARANEAE","THERIDIIDAE",2458770,2012-11-01,"CR","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","1","300",NA,"1",4,10,1,9,360,23,360,NA
"46",NA,"Sesato setosa","ARTHROPODA","ARACHNIDA","ARANEAE","THERIDIIDAE",2458819,2012-11-01,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","15","20","62500","1",4,10,1,9,360,23,360,NA
"47",NA,"Andasta siltte","ARTHROPODA","ARACHNIDA","ARANEAE","THERIDIOSOMATIDAE",2458875,2012-12-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","5","10",NA,"1",4,10,1,9,360,23,360,NA
"48",NA,"Zoma zoma","ARTHROPODA","ARACHNIDA","ARANEAE","THERIDIOSOMATIDAE",2458882,2012-12-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","5","10",NA,"1",4,10,1,9,360,23,360,NA
"49",NA,"Voraptus tenellus","ARTHROPODA","ARACHNIDA","ARANEAE","MITURGIDAE",2458896,2012-12-01,"CR","3.1","B2ab(iii)","B2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","5","300",NA,"2",4,10,1,9,360,23,360,NA
"50",NA,"Afrogarypus seychellesensis","ARTHROPODA","ARACHNIDA","PSEUDOSCORPIONES","GEOGARYPIDAE",2458938,2012-12-01,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,"Unknown","38","38",NA,"1",4,10,1,9,360,23,360,NA
"51",NA,"Mecistocephalus sechellarum","ARTHROPODA","CHILOPODA","GEOPHILOMORPHA","MECISTOCEPHALIDAE",2475385,2012-12-01,"CR","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes","No","Yes","Yes",NA,"Yes","1","1",NA,"1",4,10,1,9,360,23,360,NA
"52",NA,"Mecistocephalus cyclops","ARTHROPODA","CHILOPODA","GEOPHILOMORPHA","MECISTOCEPHALIDAE",2475392,2012-12-01,"CR","3.1","B1ab(iii)","B1ab(iii)","Possibly Extinct","Native",1,"Unknown",NA,"Yes","Unknown","Unknown","Unknown",NA,"Yes","10","20",NA,"1",4,10,1,9,360,23,360,NA
"53",NA,"Ityphilus melanostigmus","ARTHROPODA","CHILOPODA","GEOPHILOMORPHA","BALLOPHILIDAE",2475399,2012-12-01,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","50","50",NA,"1",4,10,1,9,360,23,360,NA
"54",NA,"Diglossosternoides curiosus","ARTHROPODA","DIPLOPODA","POLYDESMIDA","PARADOXOSOMATIDAE",2475481,2012-11-01,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","10","10",NA,"1",4,10,1,9,360,23,360,NA
"55",NA,"Balta crassivenosa","ARTHROPODA","INSECTA","BLATTODEA","BLATTELLIDAE",2593424,2007-10-25,"CR","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Possibly Extinct","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,"Yes","5","5",NA,"1",4,10,1,9,360,23,360,NA
"56","Desroches cockroach","Delosia ornata","ARTHROPODA","INSECTA","BLATTODEA","BLATTELLIDAE",2593559,2007-10-25,"CR","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes","No","Yes","Yes",NA,"Yes","1","1",NA,"1",4,10,1,9,360,23,360,NA
"57",NA,"Hololeptoblatta pandanicola","ARTHROPODA","INSECTA","BLATTODEA","BLATTELLIDAE",2594073,2007-10-27,"CR","3.1","B1ab(i,ii)+2ab(i,ii)","B1ab(i,ii)+2ab(i,ii)","Extant","Native",1,"Unknown",NA,NA,NA,"Yes","Yes",NA,"Yes","5","5",NA,"2",4,10,1,9,360,23,360,NA
"58",NA,"Theganopteryx scotti","ARTHROPODA","INSECTA","BLATTODEA","BLATTELLIDAE",2595164,2007-10-25,"CR","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Possibly Extinct","Native",1,"Unknown",NA,"Yes","No","Yes","Yes",NA,"Yes","3","3",NA,"1",4,10,1,9,360,23,360,NA
"59",NA,"Procryptotermes fryeri","ARTHROPODA","INSECTA","ISOPTERA","KALOTERMITIDAE",2597323,2007-10-27,"CR","3.1","B1ab(i,ii)+2ab(i,ii)","B1ab(i,ii)+2ab(i,ii)","Extant","Native",1,"Unknown",NA,NA,NA,"Yes","Yes",NA,"Yes","1","10",NA,"1",4,10,1,9,360,23,360,NA
"60",NA,"Antisolabis seychellensis","ARTHROPODA","INSECTA","DERMAPTERA","CARCINIPHORIDAE",2598109,2007-10-27,"CR","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,"Yes","5","5",NA,"1",4,10,1,9,360,23,360,NA
"61",NA,"Theganopteryx liturata","ARTHROPODA","INSECTA","BLATTODEA","BLATTELLIDAE",2598372,2007-10-25,"CR","3.1","B1ab(i,ii)+2ab(i,ii)","B1ab(i,ii)+2ab(i,ii)","Possibly Extinct","Native",1,"Unknown",NA,NA,NA,"Yes","Yes",NA,"Yes","5","50",NA,"2",4,10,1,9,360,23,360,NA
"62",NA,"Seychellesia nitidula","ARTHROPODA","INSECTA","ORTHOPTERA","GRYLLIDAE",2598677,2007-10-27,"CR","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,"Yes","7","7",NA,"1",4,10,1,9,360,23,360,NA
"63",NA,"Chaetolabia fryeri","ARTHROPODA","INSECTA","DERMAPTERA","LABIIDAE",2599201,2007-10-27,"CR","3.1","B2ab(i,ii,iii)","B2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,"Yes","5","300",NA,"1",4,10,1,9,360,23,360,NA
"64",NA,"Chaetospania gardineri","ARTHROPODA","INSECTA","DERMAPTERA","LABIIDAE",2599330,2007-10-27,"CR","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,"Yes","5","5",NA,"1",4,10,1,9,360,23,360,NA
"65",NA,"Holocompsa pusilla","ARTHROPODA","INSECTA","BLATTODEA","POLYPHAGIDAE",2599578,2007-10-25,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Possibly Extinct","Native",1,"Unknown",NA,NA,NA,NA,NA,NA,NA,"5","5",NA,"1",4,10,1,9,360,23,360,NA
"66","Seychelles Wingless Groundhopper","Procytettix fusiformis","ARTHROPODA","INSECTA","ORTHOPTERA","TETRIGIDAE",2600111,2007-10-27,"CR","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,"Yes","1","1",NA,"1",4,10,1,9,360,23,360,NA
"67",NA,"Gryllapterus tomentosus","ARTHROPODA","INSECTA","ORTHOPTERA","GRYLLIDAE",2600985,2007-10-27,"CR","3.1","B1ab(i,ii,iii)+2ab(i,ii,iii)","B1ab(i,ii,iii)+2ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,"Yes","5","5",NA,"1",4,10,1,9,360,23,360,NA
"68",NA,"Theganopteryx grisea","ARTHROPODA","INSECTA","BLATTODEA","BLATTELLIDAE",2601114,2007-10-25,"CR","3.1","B1ab(i,ii)+2ab(i,ii)","B1ab(i,ii)+2ab(i,ii)","Possibly Extinct","Native",1,"Unknown",NA,NA,NA,"Yes","Yes",NA,"Yes","5","5",NA,"1",4,10,1,9,360,23,360,NA
"69","Seychelles Crested Groundhopper","Coptottigia cristata","ARTHROPODA","INSECTA","ORTHOPTERA","TETRIGIDAE",2601375,2007-10-27,"CR","3.1","B1ab(i,ii,iii)","B1ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes","Unknown","Yes","Yes",NA,"Yes","10","10",NA,"1",4,10,1,9,360,23,360,NA
"70",NA,"Glyptotermes scotti","ARTHROPODA","INSECTA","ISOPTERA","KALOTERMITIDAE",2601737,2007-10-27,"CR","3.1","B1ab(i,ii,iii)","B1ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,"Yes","10","10",NA,"1",4,10,1,9,360,23,360,NA
"71","Scott's stick insect","Carausius scotti","ARTHROPODA","INSECTA","PHASMIDA","LONCHODIDAE",2603274,2007-10-27,"CR","3.1","B1ab(i,ii,iii)","B1ab(i,ii,iii)","Extant","Native",1,"Unknown",NA,"Yes",NA,"Yes","Yes",NA,"Yes","10","18",NA,"1",4,10,1,9,360,23,360,NA
"72","Silhouette giant mite","Dicrogonatus niger","ARTHROPODA","ARACHNIDA","HOLOTHYROIDAE","HOLOTHYRIDAE",2706709,2012-12-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes","No","No","No","No","Yes","5","5",NA,"1",4,10,1,9,360,23,360,NA
"73","Saaristo's giant mite","Michaelothyrus seychellensis","ARTHROPODA","ARACHNIDA","HOLOTHYROIDAE","HOLOTHYRIDAE",2706723,2012-12-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown",NA,"Yes","No",NA,"Unknown","No","Yes","5","5",NA,"1",4,10,1,9,360,23,360,NA
"74",NA,"Rhinotus albifrons","ARTHROPODA","DIPLOPODA","POLYZONIIDA","SIPHONOTIDAE",2706737,2012-11-01,"CR","3.1","B1ab(iii)+2ab(iii)","B1ab(iii)+2ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","5","5",NA,"1",4,10,1,9,360,23,360,NA
"75",NA,"Spirobolellus simplex","ARTHROPODA","DIPLOPODA","SPIROBOLIDA","SPIROBOLELIIDAE",2706758,2012-11-01,"CR","3.1","B1ab(iii)","B1ab(iii)","Extant","Native",1,"Unknown","Unknown","Yes",NA,NA,NA,NA,"Yes","50","50",NA,"1",4,10,1,9,360,23,360,NA
